section	metric	value	units	source_file	source_column	source_row_or_filter	rounded_display_value	notes	unit	row_or_contrast	formatted_value
"3.8.2"	"ALT p_bonferroni_12"	"1.51368e-05"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"ALT"	"1.51e-05"	""	NA	NA	NA
"3.8.2"	"ALT p_fdr_bh_11"	"4.62513333333333e-06"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"ALT"	"4.63e-06"	""	NA	NA	NA
"3.8.2"	"ALT cross_trait_intercept"	"-0.0059"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"ALT"	"-0.0059"	""	NA	NA	NA
"3.8.2"	"ALT SNPs"	"1140621"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"ALT"	"1141000"	""	NA	NA	NA
"3.8.2"	"AST rg"	"0.0065"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"AST"	"0.0065"	""	NA	NA	NA
"3.8.2"	"AST rg_se"	"0.0473"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"AST"	"0.0473"	""	NA	NA	NA
"3.8.2"	"AST rg_lower_95CI"	"-0.086208"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"AST"	"-0.08621"	""	NA	NA	NA
"3.8.2"	"AST rg_upper_95CI"	"0.099208"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"AST"	"0.09921"	""	NA	NA	NA
"3.8.2"	"AST rg_p"	"0.8904"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"AST"	"0.89"	""	NA	NA	NA
"3.8.2"	"AST p_bonferroni_12"	"1"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"AST"	"1"	""	NA	NA	NA
"3.8.2"	"AST p_fdr_bh_11"	"0.8904"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"AST"	"0.89"	""	NA	NA	NA
"3.8.2"	"AST cross_trait_intercept"	"-0.0025"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"AST"	"-0.0025"	""	NA	NA	NA
"3.8.2"	"AST SNPs"	"1140811"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"AST"	"1141000"	""	NA	NA	NA
"3.8.2"	"GGT rg"	"0.1334"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"GGT"	"0.1334"	""	NA	NA	NA
"3.8.2"	"GGT rg_se"	"0.0305"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"GGT"	"0.0305"	""	NA	NA	NA
"3.8.2"	"GGT rg_lower_95CI"	"0.07362"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"GGT"	"0.07362"	""	NA	NA	NA
"3.8.2"	"GGT rg_upper_95CI"	"0.19318"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"GGT"	"0.1932"	""	NA	NA	NA
"3.8.2"	"GGT rg_p"	"1.2357e-05"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"GGT"	"1.24e-05"	""	NA	NA	NA
"3.8.2"	"GGT p_bonferroni_12"	"0.000148284"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"GGT"	"1.48e-04"	""	NA	NA	NA
"3.8.2"	"GGT p_fdr_bh_11"	"3.398175e-05"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"GGT"	"3.4e-05"	""	NA	NA	NA
"3.8.2"	"GGT cross_trait_intercept"	"0.0082"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"GGT"	"0.0082"	""	NA	NA	NA
"3.8.2"	"GGT SNPs"	"1140867"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"GGT"	"1141000"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol rg"	"-0.1329"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"HDL cholesterol"	"-0.1329"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol rg_se"	"0.0324"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"HDL cholesterol"	"0.0324"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol rg_lower_95CI"	"-0.196404"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"HDL cholesterol"	"-0.1964"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol rg_upper_95CI"	"-0.069396"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"HDL cholesterol"	"-0.0694"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol rg_p"	"4.1846e-05"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"HDL cholesterol"	"4.18e-05"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol p_bonferroni_12"	"0.000502152"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"HDL cholesterol"	"5.02e-04"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol p_fdr_bh_11"	"7.67176666666667e-05"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"HDL cholesterol"	"7.67e-05"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol cross_trait_intercept"	"0.015"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"HDL cholesterol"	"0.015"	""	NA	NA	NA
"3.8.2"	"HDL cholesterol SNPs"	"1140576"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"HDL cholesterol"	"1141000"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol rg"	"-0.0657"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"LDL cholesterol"	"-0.0657"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol rg_se"	"0.0443"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"LDL cholesterol"	"0.0443"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol rg_lower_95CI"	"-0.152528"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"LDL cholesterol"	"-0.1525"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol rg_upper_95CI"	"0.021128"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"LDL cholesterol"	"0.02113"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol rg_p"	"0.1381"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"LDL cholesterol"	"0.138"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol p_bonferroni_12"	"1"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"LDL cholesterol"	"1"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol p_fdr_bh_11"	"0.168788888888889"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"LDL cholesterol"	"0.169"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol cross_trait_intercept"	"0.0081"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"LDL cholesterol"	"0.0081"	""	NA	NA	NA
"3.8.2"	"LDL cholesterol SNPs"	"1140582"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"LDL cholesterol"	"1141000"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides rg"	"0.1096"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"Fasting triglycerides"	"0.1096"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides rg_se"	"0.0266"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"Fasting triglycerides"	"0.0266"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides rg_lower_95CI"	"0.057464"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"Fasting triglycerides"	"0.05746"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides rg_upper_95CI"	"0.161736"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"Fasting triglycerides"	"0.1617"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides rg_p"	"3.8962e-05"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"Fasting triglycerides"	"3.9e-05"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides p_bonferroni_12"	"0.000467544"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"Fasting triglycerides"	"4.68e-04"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides p_fdr_bh_11"	"7.67176666666667e-05"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"Fasting triglycerides"	"7.67e-05"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides cross_trait_intercept"	"0.0012"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"Fasting triglycerides"	"0.0012"	""	NA	NA	NA
"3.8.2"	"Fasting triglycerides SNPs"	"1140574"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"Fasting triglycerides"	"1141000"	""	NA	NA	NA
"3.8.2"	"Planned rg"	"12"	"outcomes"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rows"	"all"	"12"	""	NA	NA	NA
"3.8.2"	"Estimable rg"	"11"	"outcomes"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"non-missing"	"11"	""	NA	NA	NA
"3.8.2"	"Bonferroni-significant rg"	"7"	"outcomes"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"bonferroni12_significant"	"yes"	"7"	""	NA	NA	NA
"3.9"	"LDSC_SIGNIFICANT_MR_NOT_SIGNIFICANT"	"7"	"outcomes"	"results/combined/finngen_mr_ldsc_comparison.tsv"	"mr_ldsc_pattern"	"LDSC_SIGNIFICANT_MR_NOT_SIGNIFICANT"	"7"	""	NA	NA	NA
"3.9"	"NEITHER_SIGNIFICANT"	"4"	"outcomes"	"results/combined/finngen_mr_ldsc_comparison.tsv"	"mr_ldsc_pattern"	"NEITHER_SIGNIFICANT"	"4"	""	NA	NA	NA
"3.9"	"LDSC_NOT_ESTIMABLE"	"1"	"outcomes"	"results/combined/finngen_mr_ldsc_comparison.tsv"	"mr_ldsc_pattern"	"LDSC_NOT_ESTIMABLE"	"1"	""	NA	NA	NA
